code,name,start_date,end_date,days,p_change,p1,p2,p3,totals,pe,outstanding
000729,燕京啤酒,2020-05-11,0,1,0,0,0,0,28.19,0.0,25.09
000731,四川美丰,2020-05-11,0,1,0,0,0,0,5.91,109.04,5.91
000733,振华科技,2020-05-11,0,1,0,0,0,0,5.15,24.71,5.15
000753,漳州发展,2020-05-11,0,1,0,0,0,0,9.91,21.27,9.91
000776,广发证券,2020-05-11,0,1,0,0,0,0,76.21,12.72,59.19
000796,凯撒旅业,2020-05-11,0,1,0,0,0,0,8.03,0.0,8.02
000799,酒鬼酒,2020-05-11,0,1,0,0,0,0,3.25,29.39,3.25
000813,德展健康,2020-05-11,0,1,0,0,0,0,22.41,34.88,22.41
000826,启迪环境,2020-05-11,0,1,0,0,0,0,14.31,31.8,11.91
000828,东莞控股,2020-05-11,0,1,0,0,0,0,10.4,17.15,10.4
000829,天音控股,2020-05-11,0,1,0,0,0,0,10.33,20.89,9.3
000831,五矿稀土,2020-05-11,0,1,0,0,0,0,9.81,215.41,9.81
000851,高鸿股份,2020-05-11,0,1,0,0,0,0,9.08,0.0,8.71
000858,五 粮 液,2020-05-11,0,1,0,0,0,0,38.82,18.0,37.96
000875,吉电股份,2020-05-11,0,1,0,0,0,0,21.46,7.86,21.46
000892,欢瑞世纪,2020-05-11,0,1,0,0,0,0,9.81,71.49,5.38
000895,双汇发展,2020-05-11,0,1,0,0,0,0,33.19,24.27,8.82
000915,山大华特,2020-05-11,0,1,0,0,0,0,2.34,32.03,2.33
000926,福星股份,2020-05-11,0,1,0,0,0,0,9.62,11.39,9.46
000963,华东医药,2020-05-11,0,1,0,0,0,0,17.5,8.3,17.5
000965,天保基建,2020-05-11,0,1,0,0,0,0,11.1,10.16,11.1
000970,中科三环,2020-05-11,0,1,0,0,0,0,10.65,202.4,10.65
000971,*ST高升,2020-05-11,0,1,0,0,0,0,10.55,0.0,7.9
000977,浪潮信息,2020-05-11,0,1,0,0,0,0,14.41,112.93,14.41
000987,越秀金控,2020-05-11,0,1,0,0,0,0,27.53,2.15,26.67
000988,华工科技,2020-05-11,0,1,0,0,0,0,10.06,0.0,10.05
000997,新 大 陆,2020-05-11,0,1,0,0,0,0,10.52,46.25,10.16
001965,招商公路,2020-05-11,0,1,0,0,0,0,61.78,0.0,5.55
002012,凯恩股份,2020-05-11,0,1,0,0,0,0,4.68,73.45,4.67
002013,中航机电,2020-05-11,0,1,0,0,0,0,36.09,115.88,36.08
002017,东信和平,2020-05-11,0,1,0,0,0,0,4.46,287.5,4.45
002025,航天电器,2020-05-11,0,1,0,0,0,0,4.29,40.7,4.29
002049,紫光国微,2020-05-11,0,1,0,0,0,0,6.07,50.18,6.06
002056,横店东磁,2020-05-11,0,1,0,0,0,0,16.44,51.21,16.24
002057,中钢天源,2020-05-11,0,1,0,0,0,0,5.75,81.22,4.79
002063,远光软件,2020-05-11,0,1,0,0,0,0,8.48,433.18,7.8
002064,华峰氨纶,2020-05-11,0,1,0,0,0,0,46.34,23.2,15.56
002065,东华软件,2020-05-11,0,1,0,0,0,0,31.15,71.17,28.08
002068,黑猫股份,2020-05-11,0,1,0,0,0,0,7.27,0.0,6.07
002084,海鸥住工,2020-05-11,0,1,0,0,0,0,5.06,0.0,4.91
002100,天康生物,2020-05-11,0,1,0,0,0,0,10.68,12.92,10.68
002106,莱宝高科,2020-05-11,0,1,0,0,0,0,7.06,28.12,7.04
002108,沧州明珠,2020-05-11,0,1,0,0,0,0,14.18,42.59,14.18
002113,*ST天润,2020-05-11,0,1,0,0,0,0,15.33,19.23,9.41
002125,湘潭电化,2020-05-11,0,1,0,0,0,0,5.53,231.87,5.53
002127,南极电商,2020-05-11,0,1,0,0,0,0,24.55,72.22,19.54
002129,中环股份,2020-05-11,0,1,0,0,0,0,27.85,48.79,26.83
002131,利欧股份,2020-05-11,0,1,0,0,0,0,67.55,77.79,57.87
002133,广宇集团,2020-05-11,0,1,0,0,0,0,7.74,53.4,7.7
002136,安 纳 达,2020-05-11,0,1,0,0,0,0,2.15,20.47,2.14
002138,顺络电子,2020-05-11,0,1,0,0,0,0,8.06,49.38,6.99
002139,拓邦股份,2020-05-11,0,1,0,0,0,0,10.19,22.92,8.21
002142,宁波银行,2020-05-11,0,1,0,0,0,0,56.28,9.22,56.22
002156,通富微电,2020-05-11,0,1,0,0,0,0,11.54,0.0,11.54
002158,汉钟精机,2020-05-11,0,1,0,0,0,0,5.35,63.25,5.3
002159,三特索道,2020-05-11,0,1,0,0,0,0,1.39,0.0,1.38
002168,惠程科技,2020-05-11,0,1,0,0,0,0,8.02,53.28,7.95
002171,楚江新材,2020-05-11,0,1,0,0,0,0,13.34,0.0,10.84
002179,中航光电,2020-05-11,0,1,0,0,0,0,11.01,61.7,10.65
002184,海得控制,2020-05-11,0,1,0,0,0,0,2.4,0.0,1.57
002185,华天科技,2020-05-11,0,1,0,0,0,0,27.4,147.16,27.39
002193,如意集团,2020-05-11,0,1,0,0,0,0,2.62,69.83,2.61
002194,武汉凡谷,2020-05-11,0,1,0,0,0,0,5.65,115.2,4.11
002195,二三四五,2020-05-11,0,1,0,0,0,0,57.7,43.2,56.44
002202,金风科技,2020-05-11,0,1,0,0,0,0,42.25,12.2,33.88
002208,合肥城建,2020-05-11,0,1,0,0,0,0,6.92,5.02,5.11
002218,拓日新能,2020-05-11,0,1,0,0,0,0,12.36,16.15,12.16
002225,濮耐股份,2020-05-11,0,1,0,0,0,0,10.34,14.95,6.86
002236,大华股份,2020-05-11,0,1,0,0,0,0,30.03,41.0,18.71
002238,天威视讯,2020-05-11,0,1,0,0,0,0,6.17,40.63,6.17
002240,威华股份,2020-05-11,0,1,0,0,0,0,7.44,0.0,4.91
002251,步 步 高,2020-05-11,0,1,0,0,0,0,8.64,21.95,8.64
002253,川大智胜,2020-05-11,0,1,0,0,0,0,2.26,241.88,2.07
002261,拓维信息,2020-05-11,0,1,0,0,0,0,11.01,104.23,9.27
002262,恩华药业,2020-05-11,0,1,0,0,0,0,10.19,26.72,8.87
002264,新 华 都,2020-05-11,0,1,0,0,0,0,6.85,8.03,6.79
002267,陕天然气,2020-05-11,0,1,0,0,0,0,11.12,6.08,11.12
002268,卫 士 通,2020-05-11,0,1,0,0,0,0,8.38,0.0,8.37
002270,华明装备,2020-05-11,0,1,0,0,0,0,7.59,6.22,7.32
002273,水晶光电,2020-05-11,0,1,0,0,0,0,12.18,57.9,11.8
002277,友阿股份,2020-05-11,0,1,0,0,0,0,13.94,34.72,13.94
002283,天润工业,2020-05-11,0,1,0,0,0,0,11.28,12.9,9.55
002286,保龄宝,2020-05-11,0,1,0,0,0,0,3.69,56.68,3.69
002288,超华科技,2020-05-11,0,1,0,0,0,0,9.32,0.0,8.0
002290,*ST中科,2020-05-11,0,1,0,0,0,0,2.43,37.03,2.16
002293,罗莱生活,2020-05-11,0,1,0,0,0,0,8.31,26.69,7.74
002294,信立泰,2020-05-11,0,1,0,0,0,0,10.46,33.61,10.46
002298,中电兴发,2020-05-11,0,1,0,0,0,0,6.92,37.09,5.28
002304,洋河股份,2020-05-11,0,1,0,0,0,0,15.07,9.4,12.49
002306,ST云网,2020-05-11,0,1,0,0,0,0,8.0,1105.87,7.93
002308,威创股份,2020-05-11,0,1,0,0,0,0,9.06,129.6,9.03
002309,中利集团,2020-05-11,0,1,0,0,0,0,8.72,0.0,6.96
002311,海大集团,2020-05-11,0,1,0,0,0,0,15.8,57.85,15.65
002312,三泰控股,2020-05-11,0,1,0,0,0,0,13.78,201.85,13.74
002313,日海智能,2020-05-11,0,1,0,0,0,0,3.12,0.0,3.11
002324,普利特,2020-05-11,0,1,0,0,0,0,8.45,55.18,4.91
002330,得利斯,2020-05-11,0,1,0,0,0,0,5.02,45.88,5.02
002331,皖通科技,2020-05-11,0,1,0,0,0,0,4.12,0.0,3.43
002344,海宁皮城,2020-05-11,0,1,0,0,0,0,12.83,19.17,12.75
002347,泰尔股份,2020-05-11,0,1,0,0,0,0,4.47,0.0,3.17
002368,太极股份,2020-05-11,0,1,0,0,0,0,4.13,299.51,4.05
002371,北方华创,2020-05-11,0,1,0,0,0,0,4.95,729.74,4.58
002375,亚厦股份,2020-05-11,0,1,0,0,0,0,13.4,60.65,13.31
002378,章源钨业,2020-05-11,0,1,0,0,0,0,9.24,0.0,9.23
002386,天原集团,2020-05-11,0,1,0,0,0,0,7.81,0.0,7.81
002387,维信诺,2020-05-11,0,1,0,0,0,0,13.68,0.0,10.68
002388,新亚制程,2020-05-11,0,1,0,0,0,0,5.04,99.36,4.0
002394,联发股份,2020-05-11,0,1,0,0,0,0,3.37,6.8,3.23
002396,星网锐捷,2020-05-11,0,1,0,0,0,0,5.83,0.0,5.61
002402,和而泰,2020-05-11,0,1,0,0,0,0,9.14,54.47,7.98
002410,广联达,2020-05-11,0,1,0,0,0,0,11.3,278.5,9.1
002413,雷科防务,2020-05-11,0,1,0,0,0,0,11.02,132.6,10.37
002416,爱施德,2020-05-11,0,1,0,0,0,0,12.39,18.03,12.23
002428,云南锗业,2020-05-11,0,1,0,0,0,0,6.53,1451.53,6.44
002436,兴森科技,2020-05-11,0,1,0,0,0,0,14.88,119.3,12.63
002442,龙星化工,2020-05-11,0,1,0,0,0,0,4.8,390.87,4.8
002443,金洲管道,2020-05-11,0,1,0,0,0,0,5.21,19.02,5.11
002445,*ST中南,2020-05-11,0,1,0,0,0,0,13.89,0.0,13.66
002452,长高集团,2020-05-11,0,1,0,0,0,0,5.29,41.99,4.1
002460,赣锋锂业,2020-05-11,0,1,0,0,0,0,12.93,2071.25,8.01
002463,沪电股份,2020-05-11,0,1,0,0,0,0,17.25,55.25,16.88
002469,三维工程,2020-05-11,0,1,0,0,0,0,5.03,162.16,4.63
002475,立讯精密,2020-05-11,0,1,0,0,0,0,53.65,64.55,53.64
002481,双塔食品,2020-05-11,0,1,0,0,0,0,12.43,62.64,11.07
002493,荣盛石化,2020-05-11,0,1,0,0,0,0,62.91,15.38,58.16
002497,雅化集团,2020-05-11,0,1,0,0,0,0,9.59,324.4,8.46
002500,山西证券,2020-05-11,0,1,0,0,0,0,28.29,23.24,28.29
002505,大康农业,2020-05-11,0,1,0,0,0,0,54.85,145.07,54.85
002508,老板电器,2020-05-11,0,1,0,0,0,0,9.49,31.56,9.35
002511,中顺洁柔,2020-05-11,0,1,0,0,0,0,13.09,33.13,12.65
002515,金字火腿,2020-05-11,0,1,0,0,0,0,9.78,33.72,8.49
002516,旷达科技,2020-05-11,0,1,0,0,0,0,14.71,29.64,9.39
002518,科士达,2020-05-11,0,1,0,0,0,0,5.82,88.69,5.58
002519,银河电子,2020-05-11,0,1,0,0,0,0,11.26,26.44,10.11
002520,日发精机,2020-05-11,0,1,0,0,0,0,7.56,42.92,5.52
002522,浙江众成,2020-05-11,0,1,0,0,0,0,9.06,77.71,8.55
002526,山东矿机,2020-05-11,0,1,0,0,0,0,17.83,22.43,16.9
002531,天顺风能,2020-05-11,0,1,0,0,0,0,17.79,20.39,17.69
002533,金杯电工,2020-05-11,0,1,0,0,0,0,7.33,0.0,5.18
002538,司尔特,2020-05-11,0,1,0,0,0,0,7.18,15.38,6.99
002544,杰赛科技,2020-05-11,0,1,0,0,0,0,5.71,0.0,5.13
002555,三七互娱,2020-05-11,0,1,0,0,0,0,21.12,27.5,13.17
002558,巨人网络,2020-05-11,0,1,0,0,0,0,20.24,27.43,20.24
002567,唐人神,2020-05-11,0,1,0,0,0,0,8.37,10.18,7.76
002568,百润股份,2020-05-11,0,1,0,0,0,0,5.2,85.02,3.49
002569,*ST步森,2020-05-11,0,1,0,0,0,0,1.4,0.0,1.4
002577,雷柏科技,2020-05-11,0,1,0,0,0,0,2.83,63.1,2.83
002579,中京电子,2020-05-11,0,1,0,0,0,0,3.97,70.53,3.54
002583,海能达,2020-05-11,0,1,0,0,0,0,18.4,12.77,10.54
002588,史丹利,2020-05-11,0,1,0,0,0,0,11.57,23.34,7.4
002592,八菱科技,2020-05-11,0,1,0,0,0,0,2.83,0.0,2.46
002594,比亚迪,2020-05-11,0,1,0,0,0,0,27.28,361.98,11.42
002600,领益智造,2020-05-11,0,1,0,0,0,0,68.27,245.46,17.24
002602,世纪华通,2020-05-11,0,1,0,0,0,0,62.27,28.22,25.92
002606,大连电瓷,2020-05-11,0,1,0,0,0,0,4.07,59.57,4.07
002617,露笑科技,2020-05-11,0,1,0,0,0,0,15.11,24.2,10.64
002623,亚玛顿,2020-05-11,0,1,0,0,0,0,1.6,109.32,1.6
002626,金达威,2020-05-11,0,1,0,0,0,0,6.16,14.78,6.16
002632,道明光学,2020-05-11,0,1,0,0,0,0,6.25,31.35,5.77
002634,棒杰股份,2020-05-11,0,1,0,0,0,0,4.59,54.38,3.16
002636,金安国纪,2020-05-11,0,1,0,0,0,0,7.28,44.47,7.23
002641,永高股份,2020-05-11,0,1,0,0,0,0,11.23,53.48,9.1
002643,万润股份,2020-05-11,0,1,0,0,0,0,9.09,28.53,8.94
002646,青青稞酒,2020-05-11,0,1,0,0,0,0,4.5,0.0,4.5
002651,利君股份,2020-05-11,0,1,0,0,0,0,10.18,40.92,5.27
002659,凯文教育,2020-05-11,0,1,0,0,0,0,4.99,0.0,4.99
002662,京威股份,2020-05-11,0,1,0,0,0,0,15.0,878.56,14.59
002667,鞍重股份,2020-05-11,0,1,0,0,0,0,2.31,0.0,1.42
002672,东江环保,2020-05-11,0,1,0,0,0,0,8.79,39.17,6.6
002675,东诚药业,2020-05-11,0,1,0,0,0,0,8.02,45.72,6.62
002690,美亚光电,2020-05-11,0,1,0,0,0,0,6.76,193.15,3.28
002695,煌上煌,2020-05-11,0,1,0,0,0,0,5.13,44.59,4.58
002705,新宝股份,2020-05-11,0,1,0,0,0,0,8.01,48.3,7.96
002709,天赐材料,2020-05-11,0,1,0,0,0,0,5.49,90.17,5.42
002715,登云股份,2020-05-11,0,1,0,0,0,0,0.92,262.74,0.87
002717,岭南股份,2020-05-11,0,1,0,0,0,0,15.35,0.0,10.66
002726,龙大肉食,2020-05-11,0,1,0,0,0,0,9.98,14.88,9.8
002734,利民股份,2020-05-11,0,1,0,0,0,0,2.87,9.02,2.46
002737,葵花药业,2020-05-11,0,1,0,0,0,0,5.84,13.36,5.33
002738,中矿资源,2020-05-11,0,1,0,0,0,0,2.78,46.5,1.85
002741,光华科技,2020-05-11,0,1,0,0,0,0,3.74,0.0,3.19
002753,永东股份,2020-05-11,0,1,0,0,0,0,3.75,40.92,2.0
002757,南兴股份,2020-05-11,0,1,0,0,0,0,1.97,25.39,1.6
002767,先锋电子,2020-05-11,0,1,0,0,0,0,1.5,0.0,1.24
002772,众兴菌业,2020-05-11,0,1,0,0,0,0,3.68,9.75,2.55
002777,久远银海,2020-05-11,0,1,0,0,0,0,2.24,245.5,1.9
002782,可立克,2020-05-11,0,1,0,0,0,0,4.26,19.06,4.26
002785,万里石,2020-05-11,0,1,0,0,0,0,2.0,440.83,1.55
002786,银宝山新,2020-05-11,0,1,0,0,0,0,3.81,0.0,3.8
002787,华源控股,2020-05-11,0,1,0,0,0,0,3.11,137.64,1.82
002791,坚朗五金,2020-05-11,0,1,0,0,0,0,3.22,730.68,1.55
002792,通宇通讯,2020-05-11,0,1,0,0,0,0,3.38,0.0,1.7
002796,世嘉科技,2020-05-11,0,1,0,0,0,0,1.68,0.0,1.33
002797,第一创业,2020-05-11,0,1,0,0,0,0,35.02,26.61,35.02
002801,微光股份,2020-05-11,0,1,0,0,0,0,1.18,24.64,0.58
002803,吉宏股份,2020-05-11,0,1,0,0,0,0,2.23,23.28,1.18
002805,丰元股份,2020-05-11,0,1,0,0,0,0,1.45,436.36,0.97
002811,亚泰国际,2020-05-11,0,1,0,0,0,0,1.8,52.1,1.62
002812,恩捷股份,2020-05-11,0,1,0,0,0,0,8.05,80.99,5.21
002815,崇达技术,2020-05-11,0,1,0,0,0,0,8.84,34.05,4.17
002822,中装建设,2020-05-11,0,1,0,0,0,0,6.91,110.64,6.29
002824,和胜股份,2020-05-11,0,1,0,0,0,0,1.84,0.0,0.93
002832,比音勒芬,2020-05-11,0,1,0,0,0,0,3.08,17.0,2.01
002835,同为股份,2020-05-11,0,1,0,0,0,0,2.21,81.6,1.17
002837,英维克,2020-05-11,0,1,0,0,0,0,2.15,234.51,1.52
002839,张家港行,2020-05-11,0,1,0,0,0,0,18.08,8.54,13.29
002840,华统股份,2020-05-11,0,1,0,0,0,0,2.77,26.53,2.72
002847,盐津铺子,2020-05-11,0,1,0,0,0,0,1.28,43.4,1.24
002848,高斯贝尔,2020-05-11,0,1,0,0,0,0,1.67,0.0,1.14
002849,威星智能,2020-05-11,0,1,0,0,0,0,1.33,29.77,0.95
002850,科达利,2020-05-11,0,1,0,0,0,0,2.1,198.99,1.3
002859,洁美科技,2020-05-11,0,1,0,0,0,0,2.58,58.89,2.52
002861,瀛通通讯,2020-05-11,0,1,0,0,0,0,1.23,192.03,0.69
002869,金溢科技,2020-05-11,0,1,0,0,0,0,1.21,19.7,0.46
002876,三利谱,2020-05-11,0,1,0,0,0,0,1.04,113.01,0.71
002879,长缆科技,2020-05-11,0,1,0,0,0,0,1.93,29.4,1.12
002881,美格智能,2020-05-11,0,1,0,0,0,0,1.81,234.99,0.45
002892,科力尔,2020-05-11,0,1,0,0,0,0,1.42,53.98,0.45
002893,华通热力,2020-05-11,0,1,0,0,0,0,1.6,3.79,0.84
002897,意华股份,2020-05-11,0,1,0,0,0,0,1.71,43.87,0.68
002905,金逸影视,2020-05-11,0,1,0,0,0,0,2.69,0.0,0.67
002912,中新赛克,2020-05-11,0,1,0,0,0,0,1.07,162.49,0.52
002925,盈趣科技,2020-05-11,0,1,0,0,0,0,4.58,35.39,1.66
002926,华西证券,2020-05-11,0,1,0,0,0,0,26.25,18.23,17.78
002928,华夏航空,2020-05-11,0,1,0,0,0,0,6.01,0.0,2.04
002938,鹏鼎控股,2020-05-11,0,1,0,0,0,0,23.11,80.56,2.68
002939,长城证券,2020-05-11,0,1,0,0,0,0,31.03,25.69,16.64
002943,宇晶股份,2020-05-11,0,1,0,0,0,0,1.0,0.0,0.52
002946,新乳业,2020-05-11,0,1,0,0,0,0,8.54,0.0,1.59
002952,亚世光电,2020-05-11,0,1,0,0,0,0,1.1,47.57,0.69
002966,苏州银行,2020-05-11,0,1,0,0,0,0,33.33,9.39,3.33
600000,浦发银行,2020-05-11,0,1,0,0,0,0,293.52,4.41,281.04
600007,中国国贸,2020-05-11,0,1,0,0,0,0,10.07,17.54,10.07
