,code,name,start_date,end_date,days,p_change,p1,p2,p3,totals,pe,outstanding,monitor
156,002938,鹏鼎控股,2020-05-14,0,1,0,0,0,0,23.11,80.56,2.68,43.58
157,600000,浦发银行,2020-05-14,0,1,0,0,0,0,293.52,4.41,281.04,10.39
158,600017,日照港,2020-05-14,0,1,0,0,0,0,30.76,10.7,30.76,2.48
159,600030,中信证券,2020-05-14,0,1,0,0,0,0,129.27,18.89,98.15,23.74
160,600031,三一重工,2020-05-14,0,1,0,0,0,0,84.36,19.6,84.3,20.55
161,600036,招商银行,2020-05-14,0,1,0,0,0,0,252.2,7.93,206.29,34.82
162,600061,国投资本,2020-05-14,0,1,0,0,0,0,42.27,20.38,41.74,12.48
163,600073,上海梅林,2020-05-14,0,1,0,0,0,0,9.38,15.02,9.38,9.65
164,600079,人福医药,2020-05-14,0,1,0,0,0,0,13.54,57.01,12.86,23.45
165,600094,大名城,2020-05-14,0,1,0,0,0,0,24.75,41.29,22.77,8.34
166,600127,金健米业,2020-05-14,0,1,0,0,0,0,6.42,214.68,6.42,11.62
167,600131,国网信通,2020-05-14,0,1,0,0,0,0,11.07,132.06,4.08,21.39
168,600151,航天机电,2020-05-14,0,1,0,0,0,0,14.34,0.0,14.34,4.81
169,600158,中体产业,2020-05-14,0,1,0,0,0,0,8.44,0.0,6.57,8.66
170,600163,中闽能源,2020-05-14,0,1,0,0,0,0,16.89,18.01,9.99,3.39
171,600167,联美控股,2020-05-14,0,1,0,0,0,0,22.88,9.76,22.88,15.69
172,600173,卧龙地产,2020-05-14,0,1,0,0,0,0,7.01,9.23,7.0,4.68
173,600177,雅戈尔,2020-05-14,0,1,0,0,0,0,50.14,8.03,50.14,6.67
174,600180,瑞茂通,2020-05-14,0,1,0,0,0,0,10.16,12.56,10.16,6.21
175,600201,生物股份,2020-05-14,0,1,0,0,0,0,11.26,48.09,11.26,25.98
176,600203,福日电子,2020-05-14,0,1,0,0,0,0,4.56,0.0,4.56,11.45
177,600207,安彩高科,2020-05-14,0,1,0,0,0,0,8.63,44.43,8.63,4.73
178,600211,西藏药业,2020-05-14,0,1,0,0,0,0,2.48,13.37,2.48,27.99
179,600217,中再资环,2020-05-14,0,1,0,0,0,0,13.89,53.36,13.89,5.7
180,600220,江苏阳光,2020-05-14,0,1,0,0,0,0,17.83,0.0,17.83,2.39
181,600232,金鹰股份,2020-05-14,0,1,0,0,0,0,3.65,0.0,3.65,6.73
182,600235,民丰特纸,2020-05-14,0,1,0,0,0,0,3.51,53.92,3.51,4.86
183,600246,万通地产,2020-05-14,0,1,0,0,0,0,20.54,1970.86,20.54,8.04
184,600251,冠农股份,2020-05-14,0,1,0,0,0,0,7.85,36.03,7.85,6.96
185,600258,首旅酒店,2020-05-14,0,1,0,0,0,0,9.88,0.0,9.79,15.55
186,600261,阳光照明,2020-05-14,0,1,0,0,0,0,14.52,15.72,14.52,3.67
187,600291,西水股份,2020-05-14,0,1,0,0,0,0,10.93,14.54,10.93,8.15
188,600308,华泰股份,2020-05-14,0,1,0,0,0,0,11.68,8.51,11.68,4.5
189,600309,万华化学,2020-05-14,0,1,0,0,0,0,31.4,26.69,14.24,47.08
190,600340,华夏幸福,2020-05-14,0,1,0,0,0,0,30.13,6.13,29.79,23.19
191,600359,新农开发,2020-05-14,0,1,0,0,0,0,3.82,78.75,3.82,10.4
192,600361,华联综超,2020-05-14,0,1,0,0,0,0,6.66,11.03,6.66,4.47
193,600371,万向德农,2020-05-14,0,1,0,0,0,0,2.25,62.66,2.25,15.6
194,600377,宁沪高速,2020-05-14,0,1,0,0,0,0,50.38,0.0,38.0,10.44
195,600379,宝光股份,2020-05-14,0,1,0,0,0,0,3.3,137.86,3.3,6.7
196,600380,健康元,2020-05-14,0,1,0,0,0,0,19.47,22.45,19.47,13.5
197,600403,大有能源,2020-05-14,0,1,0,0,0,0,23.91,59.08,23.91,3.64
198,600410,华胜天成,2020-05-14,0,1,0,0,0,0,10.99,16.82,10.99,15.46
199,600416,*ST湘电,2020-05-14,0,1,0,0,0,0,9.46,0.0,9.46,10.88
200,600419,天润乳业,2020-05-14,0,1,0,0,0,0,2.69,42.7,2.69,13.11
201,600421,*ST仰帆,2020-05-14,0,1,0,0,0,0,1.96,0.0,1.96,13.57
202,600425,青松建化,2020-05-14,0,1,0,0,0,0,13.79,0.0,13.79,4.56
203,600426,华鲁恒升,2020-05-14,0,1,0,0,0,0,16.27,16.51,16.2,17.95
204,600438,通威股份,2020-05-14,0,1,0,0,0,0,42.88,45.62,42.88,15.11
205,600449,宁夏建材,2020-05-14,0,1,0,0,0,0,4.78,0.0,4.78,15.47
206,600475,华光股份,2020-05-14,0,1,0,0,0,0,5.59,9.65,1.4,11.57
207,600480,凌云股份,2020-05-14,0,1,0,0,0,0,5.48,0.0,5.45,10.92
208,600487,亨通光电,2020-05-14,0,1,0,0,0,0,19.53,36.18,18.62,17.63
209,600491,龙元建设,2020-05-14,0,1,0,0,0,0,15.3,19.47,15.3,9.68
210,600498,烽火通信,2020-05-14,0,1,0,0,0,0,11.71,0.0,11.07,36.57
211,600517,国网英大,2020-05-14,0,1,0,0,0,0,53.12,41.25,13.56,7.67
212,600519,贵州茅台,2020-05-14,0,1,0,0,0,0,12.56,31.53,12.56,1336.12
213,600533,栖霞建设,2020-05-14,0,1,0,0,0,0,10.5,6.94,10.5,3.74
214,600535,天士力,2020-05-14,0,1,0,0,0,0,15.13,19.12,15.13,14.93
215,600536,中国软件,2020-05-14,0,1,0,0,0,0,4.95,0.0,4.95,87.42
216,600540,新赛股份,2020-05-14,0,1,0,0,0,0,4.71,303.48,4.71,5.31
217,600543,莫高股份,2020-05-14,0,1,0,0,0,0,3.21,0.0,3.21,5.58
218,600560,金自天正,2020-05-14,0,1,0,0,0,0,2.24,85.05,2.24,10.87
219,600566,济川药业,2020-05-14,0,1,0,0,0,0,8.15,9.45,8.15,22.45
220,600580,卧龙电驱,2020-05-14,0,1,0,0,0,0,13.01,38.7,12.99,11.46
221,600594,益佰制药,2020-05-14,0,1,0,0,0,0,7.92,18.23,7.92,5.74
222,600604,市北高新,2020-05-14,0,1,0,0,0,0,18.73,23.22,14.07,8.14
223,600606,绿地控股,2020-05-14,0,1,0,0,0,0,121.68,4.68,121.68,5.69
224,600619,海立股份,2020-05-14,0,1,0,0,0,0,8.83,57.8,5.82,8.22
225,600621,华鑫股份,2020-05-14,0,1,0,0,0,0,10.61,48.4,9.41,17.74
226,600657,信达地产,2020-05-14,0,1,0,0,0,0,28.52,5.82,15.24,3.97
227,600660,福耀玻璃,2020-05-14,0,1,0,0,0,0,25.09,28.17,20.03,20.74
228,600668,尖峰集团,2020-05-14,0,1,0,0,0,0,3.44,11.37,3.44,16.21
229,600674,川投能源,2020-05-14,0,1,0,0,0,0,44.02,18.58,44.02,9.01
