code,name,start_date,end_date,days,p_change
000050,深天马Ａ,2019-11-08,0,1,0
000100,TCL 集团,2019-11-08,0,1,0
000768,中航飞机,2019-11-08,0,1,0
000810,创维数字,2019-11-08,0,1,0
002044,美年健康,2019-11-08,0,1,0
002048,宁波华翔,2019-11-08,0,1,0
002208,合肥城建,2019-11-08,0,1,0
002210,*ST飞马,2019-11-08,0,1,0
002242,九阳股份,2019-11-08,0,1,0
002487,大金重工,2019-11-08,0,1,0
002496,辉丰股份,2019-11-08,0,1,0
002511,中顺洁柔,2019-11-08,0,1,0
002545,东方铁塔,2019-11-08,0,1,0
002685,华东重机,2019-11-08,0,1,0
002798,帝欧家居,2019-11-08,0,1,0
002812,恩捷股份,2019-11-08,0,1,0
600201,生物股份,2019-11-08,0,1,0
600702,舍得酒业,2019-11-08,0,1,0
600851,海欣股份,2019-11-08,0,1,0
601139,深圳燃气,2019-11-08,0,1,0
601163,三角轮胎,2019-11-08,0,1,0
601633,长城汽车,2019-11-08,0,1,0
601636,旗滨集团,2019-11-08,0,1,0
601689,拓普集团,2019-11-08,0,1,0
601899,紫金矿业,2019-11-08,0,1,0
601919,中远海控,2019-11-08,0,1,0
603385,惠达卫浴,2019-11-08,0,1,0
603538,美诺华,2019-11-08,0,1,0
