code,name,start_date,end_date,days,p_change
000532,华金资本,2019-11-15,0,1,0
000982,*ST 中绒,2019-11-15,0,1,0
002065,东华软件,2019-11-15,0,1,0
002371,北方华创,2019-11-15,0,1,0
002492,恒基达鑫,2019-11-15,0,1,0
002605,姚记科技,2019-11-15,0,1,0
002655,共达电声,2019-11-15,0,1,0
002773,康弘药业,2019-11-15,0,1,0
002819,东方中科,2019-11-15,0,1,0
002875,安奈儿,2019-11-15,0,1,0
002876,三利谱,2019-11-15,0,1,0
600132,重庆啤酒,2019-11-15,0,1,0
600226,瀚叶股份,2019-11-15,0,1,0
600600,青岛啤酒,2019-11-15,0,1,0
603005,晶方科技,2019-11-15,0,1,0
603083,剑桥科技,2019-11-15,0,1,0
603179,新泉股份,2019-11-15,0,1,0
603226,菲林格尔,2019-11-15,0,1,0
603345,安井食品,2019-11-15,0,1,0
603378,亚士创能,2019-11-15,0,1,0
603501,韦尔股份,2019-11-15,0,1,0
603976,正川股份,2019-11-15,0,1,0
