code,name,start_date,end_date,days,p_change
002210,*ST飞马,2019-06-21,2019-04-30,8,-148.400012
002356,*ST赫美,2019-06-21,2019-04-26,9,-143.516161
002711,*ST欧浦,2019-06-21,2019-04-30,8,-139.910716
002359,*ST北讯,2019-06-21,2019-05-10,7,-132.21493
600518,ST康美,2019-06-21,2019-04-30,8,-125.979177
600666,*ST瑞德,2019-06-06,2019-04-30,6,-124.637352
600240,*ST华业,2019-06-21,2019-04-30,8,-121.80827
000820,*ST节能,2019-06-06,2019-04-26,7,-113.249313
002629,*ST仁智,2019-06-21,2019-04-26,9,-107.521707
002684,*ST猛狮,2019-06-06,2019-04-30,6,-106.506351
002766,*ST索菱,2019-06-06,2019-04-26,7,-105.960834
002089,*ST新海,2019-06-21,2019-05-10,7,-105.685161
600891,*ST秋林,2019-06-06,2019-04-26,7,-102.819525
600614,*ST鹏起,2019-06-14,2019-04-26,8,-99.878532
600687,*ST刚泰,2019-06-06,2019-04-26,7,-95.253181
603996,ST中新,2019-06-21,2019-04-30,8,-94.19377
000981,ST银亿,2019-06-06,2019-04-26,7,-91.270855
002501,*ST利源,2019-06-06,2019-04-30,6,-90.85852
002175,*ST东网,2019-06-06,2019-04-26,7,-88.099498
002143,*ST印纪,2019-06-06,2019-04-26,7,-88.06679700000001
000018,*ST神城,2019-05-24,2019-04-30,4,-86.79182100000001
000806,ST银河,2019-06-06,2019-04-26,7,-85.103662
000760,*ST斯太,2019-06-06,2019-04-30,6,-84.548444
002692,ST远程,2019-06-21,2019-04-30,8,-83.4122
002450,*ST康得,2019-06-06,2019-04-26,7,-83.245441
601777,力帆股份,2019-06-06,2019-04-30,6,-77.220629
600179,ST安通,2019-06-21,2019-04-26,9,-75.067066
600652,*ST游久,2019-06-06,2019-04-30,6,-74.91681
000038,深大通,2019-06-06,2019-04-30,6,-74.268138
000670,*ST盈方,2019-06-06,2019-04-26,7,-73.812832
002499,*ST科林,2019-06-06,2019-04-26,7,-73.05129299999999
600112,ST天成,2019-06-06,2019-04-30,6,-72.76338
000571,*ST大洲,2019-06-21,2019-04-26,9,-72.579793
002220,ST天宝,2019-06-06,2019-04-30,6,-71.7231
603998,方盛制药,2019-06-14,2019-04-30,7,-70.45512000000001
002323,*ST百特,2018-07-20,2018-05-25,9,-69.983181
002021,*ST中捷,2019-06-06,2019-04-30,6,-69.233962
002592,八菱科技,2019-06-06,2019-04-30,6,-68.675708
002118,紫鑫药业,2019-06-14,2019-04-30,7,-66.79173
002872,*ST天圣,2019-05-24,2019-04-30,4,-66.741162
600595,*ST中孚,2019-06-06,2019-04-30,6,-65.73556200000002
000971,*ST高升,2019-06-06,2019-04-30,6,-64.253765
600446,金证股份,2019-06-14,2019-04-26,8,-64.138988
002456,欧菲光,2019-06-06,2019-04-19,7,-64.000352
600615,ST丰华,2019-06-21,2019-04-26,9,-63.846489
002198,嘉应制药,2019-06-06,2019-04-30,6,-62.90436899999999
002113,ST天润,2019-06-06,2019-04-26,7,-62.72424899999999
600119,*ST长投,2019-06-06,2019-04-26,7,-62.423393
002005,*ST德豪,2019-06-06,2019-04-30,6,-62.229486
600856,ST中天,2019-06-06,2019-04-30,6,-62.222173
000752,*ST西发,2019-06-06,2019-04-26,7,-61.657122
000723,美锦能源,2019-06-06,2019-04-30,6,-60.192862000000005
