code,name,start_date,end_date,days,p_change
002201,九鼎新材,2019-08-23,2019-07-26,5,174.534325
002552,宝鼎科技,2019-10-11,2019-07-12,14,148.33131899999998
000058,深 赛 格,2019-09-06,2019-08-23,3,111.48810300000001
600812,华北制药,2019-09-20,2019-08-23,5,109.312686
002793,东音股份,2019-10-25,2019-08-23,10,107.34132000000001
600745,闻泰科技,2019-11-08,2019-07-12,18,105.83476599999997
002463,沪电股份,2019-09-20,2019-07-05,12,102.464858
000038,深大通,2019-09-06,2019-07-12,9,101.896013
002524,光正集团,2019-10-18,2019-08-09,11,100.76261099999999
600052,浙江广厦,2019-09-12,2019-08-23,4,98.63563799999999
002241,歌尔股份,2019-11-08,2019-07-05,19,95.27351799999998
600223,鲁商发展,2019-10-25,2019-08-23,10,93.569581
002351,漫步者,2019-11-08,2019-07-26,16,90.983578
002869,金溢科技,2019-10-25,2019-07-05,17,89.557622
002819,东方中科,2019-09-20,2019-08-02,8,88.97873299999999
600095,哈高科,2019-09-12,2019-07-05,11,87.66239900000001
002417,深南股份,2019-09-06,2019-08-23,3,86.69336299999999
603501,韦尔股份,2019-11-08,2019-07-05,19,85.60170999999998
603520,司太立,2019-11-01,2019-08-09,13,82.97809000000001
002600,领益智造,2019-11-08,2019-08-23,12,82.690765
603477,振静股份,2019-10-25,2019-08-16,11,80.60677100000002
002045,国光电器,2019-11-08,2019-07-26,16,80.120656
600093,易见股份,2019-11-01,2019-08-23,11,79.91298700000002
002751,易尚展示,2019-08-23,2019-08-23,1,78.162369
603936,博敏电子,2019-09-06,2019-07-26,7,77.890143
000021,深科技,2019-09-06,2019-08-23,3,74.810753
603129,春风动力,2019-11-08,2019-08-30,11,74.79541
603566,普莱柯,2019-11-01,2019-07-12,17,74.68084299999998
603022,新通联,2019-11-08,2019-08-30,11,74.67359800000001
000676,智度股份,2019-11-01,2019-08-23,11,74.36401299999999
002881,美格智能,2019-08-23,2019-07-12,7,73.538269
002791,坚朗五金,2019-11-08,2019-07-05,19,73.253686
002786,银宝山新,2019-09-27,2019-08-23,6,73.165211
603986,兆易创新,2019-11-08,2019-07-05,19,73.062539
600179,ST安通,2019-10-18,2019-08-23,9,72.583531
600195,中牧股份,2019-09-06,2019-07-05,10,72.57523699999999
000043,中航善达,2019-11-08,2019-07-05,19,71.639467
600183,生益科技,2019-09-20,2019-08-02,8,71.559034
002917,金奥博,2019-09-20,2019-08-23,5,70.770665
000595,宝塔实业,2019-09-20,2019-08-23,5,70.002014
603882,金域医学,2019-10-11,2019-07-05,15,69.97384
002800,天顺股份,2019-10-11,2019-07-26,12,69.297476
002750,龙津药业,2019-09-12,2019-08-23,4,69.10058900000001
603186,华正新材,2019-11-01,2019-07-12,17,67.31547400000001
002475,立讯精密,2019-11-08,2019-07-05,19,67.149097
002876,三利谱,2019-09-20,2019-07-26,9,66.303906
603737,三棵树,2019-11-01,2019-07-05,18,66.04812299999999
002668,奥马电器,2019-09-27,2019-08-16,7,65.630081
002861,瀛通通讯,2019-11-08,2019-07-26,16,65.55002700000001
000673,当代东方,2019-11-08,2019-08-30,11,65.450364
002273,水晶光电,2019-09-27,2019-07-12,12,65.019536
000049,德赛电池,2019-09-20,2019-08-02,8,64.898853
000066,中国长城,2019-11-08,2019-08-23,12,64.871982
002458,益生股份,2019-11-01,2019-07-05,18,64.414285
603133,碳元科技,2019-09-12,2019-08-09,6,64.245245
002892,科力尔,2019-09-20,2019-07-05,12,63.788602
002705,新宝股份,2019-11-01,2019-08-23,11,63.707133
002568,百润股份,2019-11-08,2019-07-05,19,63.236405000000005
600208,新湖中宝,2019-11-01,2019-09-12,8,62.78921899999999
002901,大博医疗,2019-11-08,2019-07-05,19,62.707767999999994
002653,海思科,2019-11-08,2019-07-05,19,62.37268600000001
000708,大冶特钢,2019-11-08,2019-07-26,16,62.01838699999999
603377,东方时尚,2019-11-01,2019-08-23,11,61.984195
600536,中国软件,2019-09-06,2019-07-26,7,61.942746
000410,*ST沈机,2019-09-20,2019-09-06,3,61.768660000000004
002916,深南电路,2019-10-11,2019-07-05,15,61.22791900000001
002692,ST远程,2019-09-12,2019-07-05,11,61.14798300000001
002100,天康生物,2019-11-01,2019-07-12,17,61.048277000000006
603208,江山欧派,2019-11-08,2019-07-05,19,60.905773
000868,*ST安凯,2019-10-25,2019-07-12,16,60.655198
603160,汇顶科技,2019-09-27,2019-07-05,13,60.27862699999999
002134,天津普林,2019-09-12,2019-08-23,4,60.229591
002098,浔兴股份,2019-10-25,2019-08-30,9,60.030702000000005
002291,星期六,2019-11-08,2019-08-16,13,59.55376199999999
002714,牧原股份,2019-10-25,2019-07-05,17,59.343112
600078,澄星股份,2019-07-19,2019-07-05,3,59.30531
002655,共达电声,2019-11-01,2019-07-12,17,59.259308999999995
002850,科达利,2019-09-27,2019-07-12,12,59.180414
002316,亚联发展,2019-09-27,2019-08-30,5,59.139677999999996
002464,众应互联,2019-11-01,2019-08-23,11,59.07197600000001
000158,常山北明,2019-10-25,2019-08-23,10,59.038135
603226,菲林格尔,2019-11-08,2019-07-05,19,58.802147999999995
603456,九洲药业,2019-11-01,2019-07-12,17,58.689555
000532,华金资本,2019-10-18,2019-08-23,9,58.440137
601519,大智慧,2019-09-12,2019-08-23,4,58.213399
603787,新日股份,2019-10-25,2019-07-19,15,58.21103599999999
600146,商赢环球,2019-09-06,2019-08-02,6,57.85479199999999
000792,*ST盐湖,2019-10-18,2019-08-23,9,57.772465
002622,融钰集团,2019-09-12,2019-08-23,4,57.541138999999994
000068,华控赛格,2019-08-30,2019-08-23,2,57.384214
002036,联创电子,2019-11-08,2019-07-05,19,57.26464500000001
002402,和而泰,2019-09-06,2019-08-23,3,57.136971
000056,皇庭国际,2019-08-30,2019-08-23,2,56.947111
002626,金达威,2019-11-01,2019-07-12,17,56.669681
603197,保隆科技,2019-11-08,2019-08-23,12,56.628235999999994
603118,共进股份,2019-09-20,2019-07-05,12,56.123422000000005
002048,宁波华翔,2019-09-20,2019-08-23,5,55.92475
000603,盛达矿业,2019-08-30,2019-07-26,6,55.848357
002235,安妮股份,2019-11-08,2019-08-23,12,55.405904
000677,恒天海龙,2019-10-18,2019-08-23,9,55.157920000000004
002194,武汉凡谷,2019-09-20,2019-07-26,9,55.128556999999994
603701,德宏股份,2019-08-30,2019-08-30,1,54.814897
002486,嘉麟杰,2019-09-20,2019-08-16,6,54.793624
603978,深圳新星,2019-09-06,2019-07-12,9,54.755455
600083,博信股份,2019-11-08,2019-07-19,17,54.686211
601872,招商轮船,2019-10-11,2019-08-23,8,54.509087
603707,健友股份,2019-11-08,2019-07-26,16,54.505708
600984,建设机械,2019-10-18,2019-07-05,16,54.302764
600666,*ST瑞德,2019-08-23,2019-07-05,8,54.12285
600584,长电科技,2019-09-20,2019-07-26,9,53.962697999999996
600696,ST岩石,2019-09-20,2019-07-26,9,53.918079
002017,东信和平,2019-09-12,2019-08-16,5,53.839678
002537,海联金汇,2019-10-11,2019-08-23,8,53.81083199999999
002634,棒杰股份,2019-10-25,2019-07-26,14,53.520532
603127,昭衍新药,2019-10-18,2019-07-05,16,53.35878000000001
002123,梦网集团,2019-11-08,2019-07-26,16,53.290322
002169,智光电气,2019-09-27,2019-07-26,10,53.15497800000001
002645,华宏科技,2019-07-19,2019-07-05,3,52.674027
600592,龙溪股份,2019-09-20,2019-07-05,12,52.566041000000006
603429,集友股份,2019-09-06,2019-07-05,10,52.463193
603081,大丰实业,2019-11-01,2019-08-23,11,52.26033399999999
002456,欧菲光,2019-09-27,2019-07-12,12,52.190943000000004
002384,东山精密,2019-09-20,2019-08-02,8,52.12716699999999
002835,同为股份,2019-10-18,2019-07-26,13,52.10212299999999
603000,人民网,2019-09-12,2019-08-23,4,51.918451
603976,正川股份,2019-11-08,2019-08-23,12,51.859176
600143,金发科技,2019-09-12,2019-07-12,10,51.687107000000005
600821,津劝业,2019-09-12,2019-08-23,4,51.64974000000001
603658,安图生物,2019-11-08,2019-07-05,19,51.59305400000001
603738,泰晶科技,2019-09-20,2019-07-05,12,51.320701
002785,万里石,2019-11-08,2019-07-05,19,51.000197
000032,深桑达Ａ,2019-11-08,2019-08-23,12,50.497161999999996
