code,name,start_date,end_date,days,p_change
002201,九鼎新材,2019-08-23,2019-06-21,10,179.65293799999998
002869,金溢科技,2019-08-30,2019-05-24,15,103.66128600000002
002481,双塔食品,2019-08-30,2019-05-17,16,100.78763699999999
000038,深大通,2019-08-30,2019-06-21,11,98.28307100000002
002881,美格智能,2019-08-23,2019-06-06,12,95.52230199999998
002463,沪电股份,2019-08-30,2019-06-06,13,91.36049399999999
603501,韦尔股份,2019-08-30,2019-06-21,11,87.289343
603787,新日股份,2019-08-23,2019-05-31,13,84.587491
603701,德宏股份,2019-08-30,2019-05-24,15,80.94086200000001
603738,泰晶科技,2019-06-28,2019-05-24,6,78.38667399999999
600195,中牧股份,2019-08-30,2019-05-24,15,77.923542
600183,生益科技,2019-08-23,2019-05-31,13,72.98722
002892,科力尔,2019-08-30,2019-06-06,13,72.94977300000001
002902,铭普光磁,2019-08-16,2019-05-31,12,71.26290599999999
603160,汇顶科技,2019-08-23,2019-04-26,18,70.303403
000043,中航善达,2019-08-30,2019-04-12,19,67.980773
002241,歌尔股份,2019-08-23,2019-06-21,10,64.94888000000002
000603,盛达矿业,2019-08-30,2019-06-06,13,64.715777
603283,赛腾股份,2019-07-19,2019-06-06,7,62.843767
600592,龙溪股份,2019-08-30,2019-05-17,16,62.23852899999999
603986,兆易创新,2019-08-30,2019-06-21,11,62.115793
002653,海思科,2019-08-16,2019-05-24,13,62.026268
002402,和而泰,2019-08-30,2019-06-21,11,61.45109800000001
603936,博敏电子,2019-08-30,2019-05-31,14,59.529000999999994
600666,*ST瑞德,2019-08-23,2019-06-21,10,58.65321
603226,菲林格尔,2019-08-23,2019-04-26,18,57.986962000000005
002916,深南电路,2019-08-30,2019-06-06,13,57.908521
000049,德赛电池,2019-08-23,2019-06-21,10,57.347817000000006
600146,商赢环球,2019-08-30,2019-05-17,16,55.647042000000006
603882,金域医学,2019-08-23,2019-06-21,10,54.723093
600072,中船科技,2019-08-30,2019-06-21,11,54.533392000000006
002915,中欣氟材,2019-07-19,2019-06-06,7,54.326059
603429,集友股份,2019-08-30,2019-06-21,11,53.043015
002475,立讯精密,2019-08-23,2019-06-06,12,51.84029499999999
603508,思维列控,2019-07-12,2019-04-26,12,51.66490099999999
603737,三棵树,2019-08-30,2019-06-21,11,51.605259000000004
600882,妙可蓝多,2019-08-30,2019-06-21,11,50.471976999999995
600745,闻泰科技,2019-08-30,2019-05-31,14,50.104478
600145,*ST新亿,2015-11-20,2015-09-30,8,50.073467
603516,淳中科技,2019-08-09,2019-05-31,11,49.448089
002194,武汉凡谷,2019-08-16,2019-06-06,11,49.309593
600536,中国软件,2019-08-30,2019-07-26,6,48.98728
002123,梦网集团,2019-08-09,2019-05-24,12,48.876834
002822,中装建设,2019-08-30,2019-05-31,14,48.70783500000001
000408,藏格控股,2019-08-02,2019-06-21,7,48.603775
002036,联创电子,2019-08-16,2019-06-21,9,48.58812
603259,药明康德,2019-08-30,2019-06-21,11,48.374289
002384,东山精密,2019-08-23,2019-06-06,12,48.346053
603186,华正新材,2019-08-23,2019-05-31,13,48.1234
002138,顺络电子,2019-08-16,2019-06-21,9,47.922402000000005
000037,深南电A,2019-08-30,2019-06-06,13,46.297101999999995
600984,建设机械,2019-07-26,2019-06-21,6,46.284732
603566,普莱柯,2019-08-30,2019-05-31,14,45.58793300000001
603906,龙蟠科技,2019-06-28,2019-04-26,10,45.506023
603189,网达软件,2019-08-02,2019-05-31,10,45.33269800000001
002692,ST远程,2019-08-30,2019-07-05,9,45.310642
603519,立霸股份,2019-05-31,2019-04-26,6,45.125704999999996
002683,宏大爆破,2019-08-30,2019-06-21,11,44.717789
002714,牧原股份,2019-08-30,2019-06-06,13,44.48112100000001
002792,通宇通讯,2019-08-23,2019-06-06,12,44.267703
002436,兴森科技,2019-08-30,2019-05-24,15,43.956394
002868,绿康生化,2019-08-02,2019-06-28,6,43.59065700000001
002885,京泉华,2019-08-23,2019-06-06,12,43.419446
002850,科达利,2019-08-23,2019-06-21,10,43.354134
600685,中船防务,2019-08-30,2019-06-21,11,43.075317
002273,水晶光电,2019-08-16,2019-06-21,9,43.056236
603338,浙江鼎力,2019-08-16,2019-05-31,12,42.929919
603127,昭衍新药,2019-08-16,2019-06-21,9,42.521392
603727,博迈科,2019-07-26,2019-06-06,8,42.315039
600546,山煤国际,2019-08-16,2019-05-24,13,41.745528
603707,健友股份,2019-08-30,2019-06-21,11,41.716547
002732,燕塘乳业,2019-08-16,2019-06-21,9,41.685109
603456,九洲药业,2019-08-30,2019-06-21,11,41.57504099999999
002388,新亚制程,2019-08-23,2019-05-24,14,41.414610999999994
000568,泸州老窖,2019-08-30,2019-06-21,11,41.160692
600167,联美控股,2019-08-16,2019-06-06,11,41.158716
002729,好利来,2019-08-16,2019-06-06,11,41.052496000000005
601595,上海电影,2019-08-30,2019-06-06,13,40.88972
600845,宝信软件,2019-08-30,2019-06-06,13,40.847334000000004
600647,同达创业,2019-08-23,2019-06-28,9,40.823839
