code,name,start_date,end_date,days,p_change
000006,深振业Ａ,2019-11-15,0,1,0
000008,神州高铁,2019-11-15,0,1,0
000012,南 玻Ａ,2019-11-15,0,1,0
000014,沙河股份,2019-11-15,0,1,0
000021,深科技,2019-11-15,0,1,0
000023,深天地Ａ,2019-11-15,0,1,0
000039,中集集团,2019-11-15,0,1,0
000042,中洲控股,2019-11-15,0,1,0
000048,*ST康达,2019-11-15,0,1,0
000049,德赛电池,2019-11-15,0,1,0
000050,深天马Ａ,2019-11-15,0,1,0
000056,皇庭国际,2019-11-15,0,1,0
000059,华锦股份,2019-11-15,0,1,0
000060,中金岭南,2019-11-15,0,1,0
000062,深圳华强,2019-11-15,0,1,0
000063,中兴通讯,2019-11-15,0,1,0
000068,华控赛格,2019-11-15,0,1,0
000070,特发信息,2019-11-15,0,1,0
000078,海王生物,2019-11-15,0,1,0
000099,中信海直,2019-11-15,0,1,0
000100,TCL 集团,2019-11-15,0,1,0
000156,华数传媒,2019-11-15,0,1,0
000402,金 融 街,2019-11-15,0,1,0
000403,振兴生化,2019-11-15,0,1,0
000404,长虹华意,2019-11-15,0,1,0
000409,*ST地矿,2019-11-15,0,1,0
000411,英特集团,2019-11-15,0,1,0
000413,东旭光电,2019-11-15,0,1,0
000417,合肥百货,2019-11-15,0,1,0
000419,通程控股,2019-11-15,0,1,0
000420,吉林化纤,2019-11-15,0,1,0
000425,徐工机械,2019-11-15,0,1,0
000426,兴业矿业,2019-11-15,0,1,0
000488,晨鸣纸业,2019-11-15,0,1,0
000498,山东路桥,2019-11-15,0,1,0
000501,鄂武商Ａ,2019-11-15,0,1,0
000502,绿景控股,2019-11-15,0,1,0
000504,*ST生物,2019-11-15,0,1,0
000509,华塑控股,2019-11-15,0,1,0
000514,渝 开 发,2019-11-15,0,1,0
000516,国际医学,2019-11-15,0,1,0
000517,荣安地产,2019-11-15,0,1,0
000523,广州浪奇,2019-11-15,0,1,0
000529,广弘控股,2019-11-15,0,1,0
000531,穗恒运Ａ,2019-11-15,0,1,0
000537,广宇发展,2019-11-15,0,1,0
000545,金浦钛业,2019-11-15,0,1,0
000548,湖南投资,2019-11-15,0,1,0
000552,靖远煤电,2019-11-15,0,1,0
000559,万向钱潮,2019-11-15,0,1,0
000563,陕国投Ａ,2019-11-15,0,1,0
000564,供销大集,2019-11-15,0,1,0
000566,海南海药,2019-11-15,0,1,0
000572,*ST 海马,2019-11-15,0,1,0
000581,威孚高科,2019-11-15,0,1,0
000584,哈工智能,2019-11-15,0,1,0
000587,金洲慈航,2019-11-15,0,1,0
000589,贵州轮胎,2019-11-15,0,1,0
000598,兴蓉环境,2019-11-15,0,1,0
000599,青岛双星,2019-11-15,0,1,0
000601,韶能股份,2019-11-15,0,1,0
000603,盛达矿业,2019-11-15,0,1,0
000609,中迪投资,2019-11-15,0,1,0
000612,焦作万方,2019-11-15,0,1,0
000619,海螺型材,2019-11-15,0,1,0
000623,吉林敖东,2019-11-15,0,1,0
000632,三木集团,2019-11-15,0,1,0
000635,英 力 特,2019-11-15,0,1,0
000637,茂化实华,2019-11-15,0,1,0
000657,中钨高新,2019-11-15,0,1,0
000662,天夏智慧,2019-11-15,0,1,0
000668,荣丰控股,2019-11-15,0,1,0
000672,上峰水泥,2019-11-15,0,1,0
000676,智度股份,2019-11-15,0,1,0
000680,山推股份,2019-11-15,0,1,0
000685,中山公用,2019-11-15,0,1,0
000686,东北证券,2019-11-15,0,1,0
