code,profitForcastExpPubDate,profitForcastExpStatDate,profitForcastType,profitForcastChgPctUp,profitForcastChgPctDwn,name,industry,outstanding
002930,2020-01-22,2019-12-31,预增,55.0,25.0,宏川智慧,仓储物流,1.38
002967,2020-01-17,2019-12-31,预增,51.73,18.93,广电计量,综合类,0.83
002909,2020-01-14,2019-12-31,预增,380.2,300.17,集泰股份,化工原料,0.76
600020,2019-10-29,2019-12-31,预增,0.0,50.0,中原高速,路桥,22.47
002906,2020-01-21,2019-12-31,预增,441.02,320.79,华阳集团,汽车配件,2.02
002939,2020-01-22,2019-12-31,预增,75.0,56.0,长城证券,证券,16.64
002928,2020-02-03,2019-12-31,预增,100.0,90.0,华夏航空,空运,2.04
000672,2020-01-07,2019-12-31,预增,60.0,53.0,上峰水泥,水泥,8.14
000668,2020-01-22,2019-12-31,预增,489.03,296.46,荣丰控股,区域地产,1.47
600020,2020-01-18,2019-12-31,预增,100.0,80.0,中原高速,路桥,22.47
002912,2020-02-03,2019-12-31,预增,60.0,30.0,中新赛克,软件服务,0.52
002916,2020-01-11,2019-12-31,预增,85.0,65.0,深南电路,元器件,0.99
600026,2020-01-23,2019-12-31,预增,366.7,290.5,中远海能,水运,27.36
002926,2020-01-18,2019-12-31,预增,80.0,61.0,华西证券,证券,17.78
002895,2020-01-17,2019-12-31,预增,150.0,120.0,川恒股份,化工原料,0.89
002876,2019-10-17,2019-12-31,预增,130.0,80.0,三利谱,元器件,0.71
