,name,code,start_date,end_date,days,p_change,totals,pe,rank,rankPe,ranktotals
20,浙江广厦,600052,2019-09-11,0,0,10,8.72,1.58,26.579796540620336,25.168998884732144,1.4107976558881914
26,郑煤机,601717,2019-09-18,0,0,10,17.32,6.7,7.21844655587545,6.052720629721003,1.1657259261544468
29,大元泵业,603757,2019-09-09,0,0,10,1.64,15.76,7.065488521122391,4.175169353289439,2.890319167832952
30,豪能股份,603809,2019-09-19,0,0,10,2.09,15.64,6.69534272826038,4.18677452803478,2.5085682002255996
28,梦百合,603313,2019-09-20,0,0,10,3.2,16.95,6.1038840613484115,4.067786563296735,2.0360974980516757
21,同济堂,600090,2019-09-10,0,0,10,14.4,10.87,6.048065498438982,4.8251857211896025,1.2228797772493794
12,金河生物,002688,2019-09-10,0,0,10,6.35,15.0,5.813998977385119,4.251370768638012,1.5626282087471066
25,利群股份,601366,2019-09-17,0,0,10,8.61,14.06,5.771762198837036,4.355456389478671,1.4163058093583647
16,世嘉科技,002796,2019-09-06,0,0,10,1.68,54.48,5.7270476436746,2.8797910165346385,2.847256627139961
10,宝鼎科技,002552,2019-09-18,0,0,10,3.06,24.59,5.6723429418849385,3.5951604082805906,2.077182533604348
31,松炀资源,603863,2019-09-11,0,0,10,2.06,47.06,5.517746936034499,2.9892650896012363,2.528481846433263
13,良信电器,002706,2019-09-06,0,0,10,7.85,17.84,5.453277059067953,3.9955414550729227,1.4577356039950304
0,天夏智慧,000662,2019-09-11,0,0,10,10.93,18.99,5.230242921522072,3.9107566437143917,1.3194862778076797
19,道恩股份,002838,2019-09-19,0,0,10,4.03,33.07,5.138399468027591,3.2906986144825954,1.847700853544995
11,中京电子,002579,2019-09-19,0,0,10,3.72,37.55,5.084398220467717,3.175389579811991,1.909008640655726
32,麦迪科技,603990,2019-09-09,0,0,10,1.13,10000.0,5.022163595675871,1.25,3.7721635956758712
15,真视通,002771,2019-09-06,0,0,10,2.1,104.5,4.978393353013299,2.4763308699237423,2.5020624830895573
27,晶方科技,603005,2019-09-10,0,0,10,2.3,98.35,4.8932838653375565,2.509064794131051,2.384219071206505
3,联创电子,002036,2019-09-10,0,0,10,7.15,32.31,4.814860253658129,3.3127128925319473,1.5021473611261813
18,恩捷股份,002812,2019-09-09,0,0,10,8.06,31.02,4.797665830914658,3.3520112012570342,1.445654629657624
4,生 意 宝,002095,2019-09-09,0,0,10,2.53,143.59,4.59000387009119,2.3179008470718876,2.272103023019302
17,恒久科技,002808,2019-09-11,0,0,10,2.69,128.21,4.577383555877352,2.372004389516587,2.205379166360765
5,纳思达,002180,2019-09-20,0,0,10,10.63,35.18,4.563626665442024,3.233533898516458,1.3300927669255664
24,海油发展,600968,2019-09-16,0,0,10,101.65,24.05,4.425342002650638,3.620263126393605,0.805078876257033
6,武汉凡谷,002194,2019-09-17,0,0,10,5.65,75.27,4.291476560601925,2.664361935283231,1.627114625318694
2,东信和平,002017,2019-09-11,0,0,10,4.46,146.86,4.0829197947543765,2.3074400613212642,1.7754797334331127
23,中国海防,600764,2019-09-19,0,0,10,3.95,429.68,3.7615557523894294,1.8988698819697964,1.862685870419633
7,九鼎新材,002201,2019-09-06,0,0,10,3.32,808.56,3.7230523179318986,1.7195649244073867,2.003487393524512
8,新纶科技,002341,2019-09-10,0,0,10,11.52,248.37,3.387501461269142,2.0875962594225923,1.2999052018465496
14,龙津药业,002750,2019-09-12,0,0,10,4.0,2093.66,3.3588699726567914,1.505613156598538,1.8532568160582534
1,法 尔 胜,000890,2019-09-10,0,0,10,3.8,10000.0,3.1423179295382826,1.25,1.8923179295382826
9,天业通联,002459,2019-09-19,0,0,10,3.89,10000.0,3.1242897799796747,1.25,1.8742897799796747
22,*ST大控,600747,2019-09-20,0,0,10,14.64,656.11,2.9924882660265437,1.7749525852489427,1.217535680777601
