,name,code,start_date,end_date,days,p_change,totals,pe,rank,rankPe,ranktotals
31,浙江广厦,600052,2019-09-11,0,0,5,8.72,1.58,26.579796540620336,25.168998884732144,1.4107976558881914
30,西麦食品,002956,2019-09-12,0,0,5,0.8,27.61,8.72988647041166,3.4696527356158344,5.2602337347958255
47,新奥股份,600803,2019-09-16,0,0,5,12.29,6.52,7.417228806213705,6.140638334345394,1.2765904718683112
45,重庆百货,600729,2019-09-12,0,0,5,4.07,8.37,7.259137683316971,5.418729868875604,1.8404078144413667
52,郑煤机,601717,2019-09-10,0,0,5,17.32,6.7,7.21844655587545,6.052720629721003,1.1657259261544468
63,勘设股份,603458,2019-09-12,0,0,5,1.83,13.1,7.179454342606002,4.475188809952672,2.7042655326533303
66,大元泵业,603757,2019-09-09,0,0,5,1.64,15.76,7.065488521122391,4.175169353289439,2.890319167832952
59,快克股份,603203,2019-09-09,0,0,5,1.57,22.03,6.694643887933134,3.722968002659391,2.971675885273743
37,凯乐科技,600260,2019-09-09,0,0,5,10.01,8.94,6.609345446573095,5.255758236391608,1.3535872101814876
58,皇马科技,603181,2019-09-10,0,0,5,2.8,17.84,6.1593895799416405,3.9955414550729227,2.1638481248687182
38,羚锐制药,600285,2019-09-16,0,0,5,5.86,12.94,6.103070003113775,4.496668648879784,1.6064013542339903
32,同济堂,600090,2019-09-10,0,0,5,14.4,10.87,6.048065498438982,4.8251857211896025,1.2228797772493794
29,比音勒芬,002832,2019-09-16,0,0,5,3.08,21.09,5.84731329610153,3.776216630146691,2.0710966659548387
22,金河生物,002688,2019-09-10,0,0,5,6.35,15.0,5.813998977385119,4.251370768638012,1.5626282087471066
60,格尔软件,603232,2019-09-10,0,0,5,1.21,209.5,5.7260972427309795,2.154073068394759,3.572024174336221
28,东方中科,002819,2019-09-12,0,0,5,1.57,81.08,5.590966581952929,2.6192906966791862,2.971675885273743
10,创新医疗,002173,2019-09-12,0,0,5,4.55,20.39,5.5804012270582035,3.818492609969048,1.7619086170891558
67,松炀资源,603863,2019-09-11,0,0,5,2.06,47.06,5.517746936034499,2.9892650896012363,2.528481846433263
48,华东电脑,600850,2019-09-10,0,0,5,4.26,24.78,5.393990670320098,3.5865399398761757,1.8074507304439222
70,艾华集团,603989,2019-09-09,0,0,5,3.9,26.73,5.376190134214103,3.5038567963335554,1.8723333378805476
34,金发科技,600143,2019-09-11,0,0,5,27.17,14.58,5.3428846374127765,4.296427646621622,1.0464569907911552
68,新智认知,603869,2019-09-09,0,0,5,5.05,24.35,5.300528127595758,3.6062053591321876,1.6943227684635698
61,应流股份,603308,2019-09-12,0,0,5,4.34,27.8,5.25684447286233,3.462496464191171,1.7943480086711585
1,天夏智慧,000662,2019-09-11,0,0,5,10.93,18.99,5.230242921522072,3.9107566437143917,1.3194862778076797
17,富春环保,002479,2019-09-12,0,0,5,8.94,21.61,5.14639755851798,3.746287147856425,1.400110410661555
57,海量数据,603138,2019-09-16,0,0,5,2.11,88.43,5.064202700188699,2.5685816105924353,2.4956210895962636
69,元祖股份,603886,2019-09-10,0,0,5,2.4,71.47,5.029508791839534,2.696691584600571,2.3328172072389632
71,麦迪科技,603990,2019-09-09,0,0,5,1.13,10000.0,5.022163595675871,1.25,3.7721635956758712
36,圆通速递,600233,2019-09-10,0,0,5,28.36,18.23,5.002140041977808,3.965777973631388,1.0363620683464194
33,太极集团,600129,2019-09-10,0,0,5,5.57,31.87,4.961189011010314,3.3258345443120025,1.6353544666983106
19,涪陵榨菜,002507,2019-09-10,0,0,5,7.89,27.97,4.911553634567776,3.4561595613617735,1.455394073206002
55,晶方科技,603005,2019-09-10,0,0,5,2.3,98.35,4.8932838653375565,2.509064794131051,2.384219071206505
51,上海电影,601595,2019-09-16,0,0,5,3.74,51.46,4.826240408370493,2.9214655455524405,1.9047748628180527
13,博深股份,002282,2019-09-10,0,0,5,4.38,44.46,4.821993441365321,3.034036810953283,1.7879566304120378
23,博实股份,002698,2019-09-10,0,0,5,10.23,27.6,4.815024294030991,3.4700315670393507,1.3449927269916397
6,联创电子,002036,2019-09-10,0,0,5,7.15,32.31,4.814860253658129,3.3127128925319473,1.5021473611261813
27,恩捷股份,002812,2019-09-09,0,0,5,8.06,31.02,4.797665830914658,3.3520112012570342,1.445654629657624
44,上海石化,600688,2019-09-16,0,0,5,108.24,20.08,4.634328524642808,3.83799453997739,0.7963339846654179
65,至纯科技,603690,2019-09-09,0,0,5,2.58,126.52,4.628881347444976,2.3785068418486146,2.2503745055963615
7,生 意 宝,002095,2019-09-09,0,0,5,2.53,143.59,4.59000387009119,2.3179008470718876,2.272103023019302
42,贵航股份,600523,2019-09-16,0,0,5,4.04,67.47,4.5794342199295155,2.733568816933717,1.8458654029957984
26,恒久科技,002808,2019-09-11,0,0,5,2.69,128.21,4.577383555877352,2.372004389516587,2.205379166360765
8,天津普林,002134,2019-09-11,0,0,5,2.46,161.71,4.567735135276111,2.2637372752757345,2.303997860000376
11,纳思达,002180,2019-09-09,0,0,5,10.63,35.18,4.563626665442024,3.233533898516458,1.3300927669255664
41,华海药业,600521,2019-09-16,0,0,5,12.51,35.49,4.495928363588699,3.2255858645179076,1.2703424990707914
2,滨海能源,000695,2019-09-16,0,0,5,2.22,333.32,4.41061080333418,1.9818766315130192,2.428734171821161
20,海联金汇,002537,2019-09-16,0,0,5,12.44,39.83,4.396901168480651,3.1245892992774027,1.2723118692032485
53,中国石油,601857,2019-09-16,0,0,5,1830.21,19.71,4.396751793586323,3.8619384075144407,0.5348133860718819
16,顺丰控股,002352,2019-09-16,0,0,5,44.15,29.48,4.344938228052547,3.4024542383965137,0.9424839896560328
54,南京证券,601990,2019-09-09,0,0,5,32.99,32.06,4.322386829898015,3.3201335491712882,1.0022532807267273
50,环旭电子,601231,2019-09-16,0,0,5,21.76,36.03,4.314058265596257,3.211996396180071,1.102061869416186
9,惠程科技,002168,2019-09-16,0,0,5,8.02,55.84,4.310054639475538,2.862138663566839,1.4479159759086997
62,超讯通信,603322,2019-09-16,0,0,5,1.57,10000.0,4.2216758852737435,1.25,2.971675885273743
49,四创电子,600990,2019-09-10,0,0,5,1.59,10000.0,4.197598859192818,1.25,2.9475988591928184
24,埃斯顿,002747,2019-09-10,0,0,5,8.35,67.45,4.1635503212997405,2.7337612539277902,1.4297890673719502
64,惠发食品,603536,2019-09-12,0,0,5,1.68,10000.0,4.097256627139961,1.25,2.847256627139961
5,东信和平,002017,2019-09-11,0,0,5,4.46,146.86,4.0829197947543765,2.3074400613212642,1.7754797334331127
43,号百控股,600640,2019-09-11,0,0,5,7.96,83.38,4.05406984187169,2.602727181237831,1.4513426606338584
0,江铃汽车,000550,2019-09-09,0,0,5,8.63,104.12,3.8935686869546164,2.4782727849300836,1.4152959020245328
56,合锻智能,603011,2019-09-11,0,0,5,4.53,260.7,3.8342988408073344,2.069415624129458,1.7648832166778763
18,嘉麟杰,002486,2019-09-16,0,0,5,8.32,245.61,3.523223484809932,2.091834859524483,1.4313886252854489
21,八菱科技,002592,2019-09-12,0,0,5,2.83,10000.0,3.4030664682889573,1.25,2.1530664682889573
15,新纶科技,002341,2019-09-10,0,0,5,11.52,248.37,3.387501461269142,2.0875962594225923,1.2999052018465496
25,龙津药业,002750,2019-09-12,0,0,5,4.0,2093.66,3.3588699726567914,1.505613156598538,1.8532568160582534
40,西昌电力,600505,2019-09-16,0,0,5,3.65,10000.0,3.174160893239785,1.25,1.924160893239785
4,法 尔 胜,000890,2019-09-10,0,0,5,3.8,10000.0,3.1423179295382826,1.25,1.8923179295382826
46,*ST大控,600747,2019-09-12,0,0,5,14.64,656.11,2.9924882660265437,1.7749525852489427,1.217535680777601
3,炼石航空,000697,2019-09-11,0,0,5,6.72,10000.0,2.783165597923974,1.25,1.5331655979239742
14,*ST百特,002323,2018-08-14,0,0,5,7.46,10000.0,2.7316350423162117,1.25,1.481635042316212
12,南洋股份,002212,2019-09-11,0,0,5,11.58,10000.0,2.5480018829359294,1.25,1.2980018829359294
35,*ST新亿,600145,2015-12-04,0,0,5,14.91,10000.0,2.4616814098289765,1.25,1.2116814098289763
39,*ST信威,600485,2019-09-10,0,0,5,29.24,10000.0,2.2792838337286776,1.25,1.0292838337286774
