,name,code,start_date,end_date,days,p_change,totals,pe,rank,rankPe,ranktotals
512,浦发银行,600000,2019-09-04,2019-09-12,7,0,293.52,5.16,7.6952424680491855,7.016069730448734,0.6791727376004517
834,东吴证券,601555,2019-09-04,2019-09-12,7,0,30.0,17.93,5.01199023321955,3.9885757949706333,1.0234144382489168
772,渤海汽车,600960,2019-09-05,2019-09-12,6,0,9.51,97.85,3.8861403283175067,2.5118549127760246,1.3742854155414819
1047,三孚股份,603938,2019-09-05,2019-09-12,6,0,1.5,20.5,6.873481405736118,3.8116907054314226,3.0617907003046954
409,鞍重股份,002667,2019-09-04,2019-09-11,6,0,2.31,46.2,5.382524740849842,3.0036488767079144,2.378875864141928
141,众合科技,000925,2019-09-04,2019-09-11,6,0,5.5,69.42,4.357932672737262,2.715200536921425,1.6427321358158373
883,国检集团,603060,2019-09-05,2019-09-12,6,0,3.08,36.03,5.28309306213491,3.211996396180071,2.0710966659548387
770,东方证券,600958,2019-09-05,2019-09-12,6,0,69.94,28.76,4.288884003539756,3.4275007594903504,0.8613832440494056
567,S佳通,600182,2019-09-05,2019-09-12,6,0,3.4,71.78,4.676906824852495,2.6939605038081393,1.982946321044356
1014,康普顿,603798,2019-09-04,2019-09-11,6,0,2.0,14.96,6.825761318571535,4.255566900694598,2.5701944178769374
711,新华锦,600735,2019-09-04,2019-09-11,6,0,3.76,23.92,5.527026114504923,3.6264438609918717,1.9005822535130512
581,民丰特纸,600235,2019-09-04,2019-09-11,6,0,3.51,407.31,3.871891061474514,1.915763809566356,1.9561272519081583
110,山东海化,000822,2019-09-05,2019-09-12,6,0,8.95,10.03,6.393138477149023,4.993503786037161,1.3996346911118618
894,芯能科技,603105,2019-09-05,2019-09-12,6,0,5.0,138.45,4.035586106210904,2.3350377987556996,1.700548307455205
450,丰元股份,002805,2019-09-04,2019-09-11,6,0,1.45,54.99,6.005488868487442,2.873094739353185,3.132394129134257
435,世龙实业,002748,2019-09-04,2019-09-11,6,0,2.4,170.77,4.572547572522627,2.239730365283663,2.3328172072389632
884,音飞储存,603066,2019-09-05,2019-09-12,6,0,3.02,18.52,6.033918695032189,3.9443344524464052,2.089584242585784
501,明德生物,002932,2019-09-04,2019-09-11,6,0,0.67,31.27,9.940587388234501,3.3441955452288057,6.596391843005696
1040,合力科技,603917,2019-09-04,2019-09-10,5,0,1.57,18.65,6.906580487266023,3.9349046019922804,2.971675885273743
113,天音控股,000829,2019-09-05,2019-09-11,5,0,10.37,216.19,3.4811528456174274,2.1414783964795387,1.3396744491378887
639,洪城水业,600461,2019-09-04,2019-09-10,5,0,7.9,9.48,6.573523144480677,5.118711428718627,1.4548117157620502
367,新联电子,002546,2019-09-04,2019-09-10,5,0,8.34,24.95,5.009238544998287,3.5789173282231688,1.4303212167751187
135,浙商中拓,000906,2019-09-05,2019-09-11,5,0,6.75,6.75,7.560049158209093,6.029153808056745,1.5308953501523477
631,国电南瑞,600406,2019-09-04,2019-09-10,5,0,46.22,261.1,3.0025735817262644,2.0688454912529317,0.9337280904733328
609,澳柯玛,600336,2019-09-04,2019-09-10,5,0,7.99,20.98,5.232328915704789,3.782704838996483,1.4496240767083066
1032,春秋电子,603890,2019-09-05,2019-09-11,5,0,2.74,50.04,5.128456685753887,2.9423580852114717,2.1860986005424152
204,南岭民爆,002096,2019-09-04,2019-09-10,5,0,3.71,79.29,4.543803093521774,2.6326619166091536,1.91114117691262
960,珍宝岛,603567,2019-09-05,2019-09-11,5,0,8.49,21.08,5.199249972517609,3.7768041493615603,1.4224458231560484
636,涪陵电力,600452,2019-09-04,2019-09-10,5,0,3.14,13.52,6.474238382465524,4.420957599843755,2.053280782621769
192,软控股份,002073,2019-09-04,2019-09-10,5,0,9.34,43.23,4.438358970301233,3.0566359760355835,1.3817229942656497
107,创维数字,000810,2019-09-04,2019-09-10,5,0,10.59,17.08,5.388377731948699,4.056835070348671,1.3315426616000274
584,南纺股份,600250,2019-09-05,2019-09-11,5,0,2.59,15.43,6.453586702787916,4.207458233478756,2.2461284693091597
44,湖南投资,000548,2019-09-05,2019-09-11,5,0,4.99,70.13,4.410506563083088,2.708700147122977,1.7018064159601118
