,name,code,start_date,end_date,days,p_change,totals,pe,rank,rankPe,ranktotals
122,浙江广厦,600052,2019-09-10,0,0,10,8.72,1.58,26.579796540620336,25.168998884732144,1.4107976558881914
206,吉比特,603444,2019-09-10,0,0,10,0.72,20.69,9.779983745143177,3.800083704801132,5.979900040342045
93,好利来,002729,2019-09-10,0,0,10,0.67,126.42,8.97528728823176,2.3788954452260644,6.596391843005696
191,九华旅游,603199,2019-09-10,0,0,10,1.11,16.81,7.907901715492004,4.079741939323651,3.8281597761683526
189,春风动力,603129,2019-09-10,0,0,10,1.34,15.69,7.491939888002202,4.181920417987058,3.310019470015144
153,祁连山,600720,2019-09-10,0,0,10,7.76,6.79,7.473632175958469,6.010556164664818,1.4630760112936518
229,诚意药业,603811,2019-09-10,0,0,10,1.19,20.7,7.418285421330948,3.7994777141151697,3.6188077072157783
59,宏创控股,002379,2019-09-10,0,0,10,9.26,7.01,7.29743449600639,5.912136071100141,1.3852984249062488
101,微光股份,002801,2019-09-10,0,0,10,1.18,23.4,7.294690766859528,3.6517251629392073,3.64296560392032
176,郑煤机,601717,2019-09-10,0,0,10,17.32,6.7,7.21844655587545,6.052720629721003,1.1657259261544468
95,利民股份,002734,2019-09-10,0,0,10,2.84,10.99,6.952606207370774,4.803084614298971,2.149521593071803
27,华润三九,000999,2019-09-10,0,0,10,9.79,8.39,6.775136777851987,5.412649808089668,1.3624869697623194
204,柳药股份,603368,2019-09-10,0,0,10,2.59,13.62,6.654611030452351,4.408482561143192,2.2461284693091597
185,圣达生物,603079,2019-09-10,0,0,10,1.12,59.0,6.623330055007024,2.823499630194059,3.7998304248129644
35,宁波华翔,002048,2019-09-10,0,0,10,6.26,9.78,6.619010874926561,5.048776967427329,1.5702339074992318
15,韶能股份,000601,2019-09-10,0,0,10,10.81,8.89,6.592922575011861,5.269249363482793,1.3236732115290681
209,淳中科技,603516,2019-09-10,0,0,10,1.31,35.43,6.591895440140858,3.227115718832487,3.3647797213083708
19,大冶特钢,000708,2019-09-10,0,0,10,4.49,11.04,6.564908593869561,4.7940060041599075,1.7709025897096533
211,司太立,603520,2019-09-10,0,0,10,1.68,22.99,6.519571636484724,3.672315009344762,2.847256627139961
46,云海金属,002182,2019-09-10,0,0,10,6.46,10.27,6.496384006291974,4.942809501451367,1.553574504840607
94,燕塘乳业,002732,2019-09-10,0,0,10,1.57,26.33,6.491685020363885,3.520009135090142,2.971675885273743
136,涪陵电力,600452,2019-09-10,0,0,10,3.14,13.52,6.474238382465524,4.420957599843755,2.053280782621769
115,恒铭达,002947,2019-09-10,0,0,10,1.22,54.39,6.430347403050073,2.880982478759681,3.5493649242903915
198,鸿远电子,603267,2019-09-10,0,0,10,1.65,27.32,6.3600624641831605,3.4807289909085415,2.879333473274619
55,焦点科技,002315,2019-09-10,0,0,10,2.35,18.15,6.329759781507067,3.9717950777224025,2.3579647037846647
190,华正新材,603186,2019-09-10,0,0,10,1.29,52.05,6.316072012471178,2.913038686496659,3.4030333259745187
20,中兴商业,000715,2019-09-10,0,0,10,2.79,16.26,6.295900169250666,4.1284082217004245,2.167491947550242
214,永艺股份,603600,2019-09-10,0,0,10,3.03,15.63,6.274203143062598,4.187748567622606,2.086454575439992
120,三一重工,600031,2019-09-10,0,0,10,83.7,8.35,6.258224760805391,5.424838199319934,0.833386561485457
7,德赛电池,000049,2019-09-10,0,0,10,2.05,22.19,6.249531708673912,3.714276178355757,2.535255530318155
108,金溢科技,002869,2019-09-10,0,0,10,1.18,83.71,6.243370700739458,2.600405096819138,3.64296560392032
150,同达创业,600647,2019-09-10,0,0,10,1.39,55.1,6.0967613663649844,2.8716626417236073,3.225098724641377
