,name,code,start_date,end_date,days,p_change,totals,pe,rank,rankPe,ranktotals
24,辅仁药业,600781,2019-08-30,0,0,10,6.27,5.64,8.224695985404885,6.6553162113648545,1.5693797740400304
27,大元泵业,603757,2019-09-09,0,0,10,1.64,15.76,7.065488521122391,4.175169353289439,2.890319167832952
21,同济堂,600090,2019-09-10,0,0,10,14.4,10.87,6.048065498438982,4.8251857211896025,1.2228797772493794
20,比音勒芬,002832,2019-09-16,0,0,10,3.08,21.09,5.84731329610153,3.776216630146691,2.0710966659548387
6,京新药业,002020,2019-09-02,0,0,10,7.25,14.13,5.842661329614855,4.347288679482702,1.495372650132153
14,金河生物,002688,2019-09-10,0,0,10,6.35,15.0,5.813998977385119,4.251370768638012,1.5626282087471066
17,世嘉科技,002796,2019-09-06,0,0,10,1.68,54.48,5.7270476436746,2.8797910165346385,2.847256627139961
26,恒为科技,603496,2019-09-03,0,0,10,2.03,37.7,5.720915230670547,3.171901821485077,2.549013409185471
28,松炀资源,603863,2019-09-11,0,0,10,2.06,47.06,5.517746936034499,2.9892650896012363,2.528481846433263
15,良信电器,002706,2019-09-06,0,0,10,7.85,17.84,5.453277059067953,3.9955414550729227,1.4577356039950304
9,游族网络,002174,2019-09-03,0,0,10,8.88,17.43,5.431026408839546,4.028043603347199,1.4029828054923472
3,天夏智慧,000662,2019-09-11,0,0,10,10.93,18.99,5.230242921522072,3.9107566437143917,1.3194862778076797
29,麦迪科技,603990,2019-09-09,0,0,10,1.13,10000.0,5.022163595675871,1.25,3.7721635956758712
23,山东药玻,600529,2019-09-04,0,0,10,5.95,30.64,4.961989660844283,3.364083838438349,1.5979058224059342
13,飞龙股份,002536,2019-09-02,0,0,10,5.01,35.05,4.9361941390244075,3.236899573123164,1.6992945659012435
25,晶方科技,603005,2019-09-10,0,0,10,2.3,98.35,4.8932838653375565,2.509064794131051,2.384219071206505
7,联创电子,002036,2019-09-10,0,0,10,7.15,32.31,4.814860253658129,3.3127128925319473,1.5021473611261813
19,恩捷股份,002812,2019-09-09,0,0,10,8.06,31.02,4.797665830914658,3.3520112012570342,1.445654629657624
8,生 意 宝,002095,2019-09-09,0,0,10,2.53,143.59,4.59000387009119,2.3179008470718876,2.272103023019302
18,恒久科技,002808,2019-09-11,0,0,10,2.69,128.21,4.577383555877352,2.372004389516587,2.205379166360765
0,皇庭国际,000056,2019-09-03,0,0,10,11.75,36.91,4.483209038707586,3.1905171801713688,1.292691858536217
2,特发信息,000070,2019-09-03,0,0,10,7.99,71.14,4.149242121630214,2.699618044921908,1.4496240767083066
11,歌尔股份,002241,2019-09-03,0,0,10,32.45,40.76,4.111004652198236,3.1051384181196355,1.0058662340786004
5,东信和平,002017,2019-09-11,0,0,10,4.46,146.86,4.0829197947543765,2.3074400613212642,1.7754797334331127
10,九鼎新材,002201,2019-09-06,0,0,10,3.32,808.56,3.7230523179318986,1.7195649244073867,2.003487393524512
12,新纶科技,002341,2019-09-10,0,0,10,11.52,248.37,3.387501461269142,2.0875962594225923,1.2999052018465496
16,龙津药业,002750,2019-09-12,0,0,10,4.0,2093.66,3.3588699726567914,1.505613156598538,1.8532568160582534
1,中国长城,000066,2019-09-03,0,0,10,29.28,150.45,3.3252943796215657,2.2963249423764127,1.028969437245153
4,法 尔 胜,000890,2019-09-10,0,0,10,3.8,10000.0,3.1423179295382826,1.25,1.8923179295382826
22,*ST新亿,600145,2015-12-04,0,0,10,14.91,10000.0,2.4616814098289765,1.25,1.2116814098289763
