,name,code,start_date,end_date,days,p_change,totals,pe,rank,rankPe,ranktotals
196,美尔雅,600107,2019-09-10,2019-09-11,2,0,3.6,27.92,5.393331463955806,3.458016943285049,1.9353145206707574
273,贵州燃气,600903,2019-09-10,2019-09-11,2,0,11.38,47.46,4.287117520234204,2.9827103011790816,1.3044072190551221
156,一心堂,002727,2019-09-10,2019-09-11,2,0,5.68,21.37,5.384026950401097,3.759951118126147,1.6240758322749496
13,万泽股份,000534,2019-09-10,2019-09-11,2,0,4.92,64.04,4.478595195736833,2.7678575866700026,1.7107376090668311
160,国光股份,002749,2019-09-10,2019-09-11,2,0,3.72,14.09,6.260955858488715,4.351947217832989,1.909008640655726
143,棒杰股份,002634,2019-09-10,2019-09-11,2,0,4.61,186.5,3.9551062704198485,2.201984675423891,1.7531215949959575
139,八菱科技,002592,2019-09-10,2019-09-11,2,0,2.83,10000.0,3.4030664682889573,1.25,2.1530664682889573
351,威龙股份,603779,2019-09-10,2019-09-11,2,0,2.3,75.68,5.045235692261862,2.6610166210553574,2.384219071206505
363,中持股份,603903,2019-09-10,2019-09-11,2,0,1.45,20.73,6.9300567832525015,3.7976626541182443,3.132394129134257
294,上海银行,601229,2019-09-10,2019-09-11,2,0,142.07,5.98,7.198047253995661,6.437482139945605,0.7605651140500564
127,协鑫集成,002506,2019-09-10,2019-09-11,2,0,50.82,247.33,3.005290818590696,2.0891858414514894,0.9161049771392065
261,新奥股份,600803,2019-08-30,2019-09-11,2,0,12.29,6.52,7.417228806213705,6.140638334345394,1.2765904718683112
134,洽洽食品,002557,2019-09-10,2019-09-11,2,0,5.07,27.89,5.150996356218564,3.4591339301620385,1.6918624260565258
241,山煤国际,600546,2019-09-10,2019-09-11,2,0,19.82,13.61,5.536975581072034,4.409722776474659,1.127252804597375
249,*ST毅达,600610,2019-04-26,2019-04-29,2,0,10.71,10000.0,2.5772186374995867,1.25,1.327218637499587
45,*ST盐湖,000792,2019-09-10,2019-09-11,2,0,27.86,10000.0,2.290527307253553,1.25,1.0405273072535528
251,同达创业,600647,2019-09-10,2019-09-11,2,0,1.39,55.1,6.0967613663649844,2.8716626417236073,3.225098724641377
284,南京银行,601009,2019-09-10,2019-09-11,2,0,84.82,4.81,8.161205753846643,7.329819085668928,0.831386668177715
280,建设机械,600984,2019-09-10,2019-09-11,2,0,8.28,17.08,5.490371047498785,4.056835070348671,1.4335359771501133
331,振静股份,603477,2019-09-05,2019-09-06,2,0,2.4,37.16,5.517377023719808,3.1845598164808444,2.3328172072389632
340,镇海股份,603637,2019-09-10,2019-09-11,2,0,1.74,88.13,5.357324718212136,2.5705305116322177,2.7867942065799185
267,ST中天,600856,2019-09-10,2019-09-11,2,0,13.67,10000.0,2.4900103454580944,1.25,1.2400103454580944
17,莱茵体育,000558,2019-09-10,2019-09-11,2,0,12.89,10000.0,2.50994238484305,1.25,1.25994238484305
73,宝鹰股份,002047,2019-09-10,2019-09-11,2,0,13.41,17.39,5.277739479943191,4.031284112767737,1.246455367175455
268,东方电气,600875,2019-09-09,2019-09-11,3,0,30.91,20.51,4.827738333025405,3.8110753589359407,1.0166629740894642
75,中钢天源,002057,2019-09-09,2019-09-11,3,0,5.75,39.62,4.746169193026233,3.1290786147253518,1.6170905783008815
262,安信信托,600816,2019-09-09,2019-09-11,3,0,54.69,20.02,4.744749784672356,3.8418271415852345,0.9029226430871212
98,通产丽星,002243,2019-09-09,2019-09-11,3,0,3.65,59.4,4.742989514998145,2.8188286217583607,1.924160893239785
305,中国出版,601949,2019-09-09,2019-09-11,3,0,18.23,24.8,4.73644771738916,3.5856387630710067,1.1508089543181526
216,东方创业,600278,2019-09-09,2019-09-11,3,0,5.22,47.65,4.653557951598597,2.9796260826565626,1.6739318689420346
61,安泰科技,000969,2019-09-09,2019-09-11,3,0,10.26,33.45,4.623830781362562,3.279987352040377,1.3438434293221855
239,*ST菲达,600526,2019-09-09,2019-09-11,3,0,5.47,54.18,4.529717539570926,2.8837740978196815,1.645943441751245
153,亿利达,002686,2019-09-09,2019-09-11,3,0,4.36,72.42,4.4795158207854655,2.688376532375651,1.7911392884098147
148,扬子新材,002652,2019-09-09,2019-09-11,3,0,5.12,61.52,4.480616521486172,2.7948319560403223,1.6857845654458494
349,仙鹤股份,603733,2019-09-09,2019-09-11,3,0,6.12,34.05,4.84589597190316,3.2634580914035287,1.5824378804996315
307,玲珑轮胎,601966,2019-09-09,2019-09-11,3,0,12.0,17.05,5.344446904110036,4.0593496951715675,1.2850972089384687
58,中 关 村,000931,2019-09-09,2019-09-11,3,0,7.53,47.24,4.4635012696580825,2.986305004243314,1.4771962654147688
132,海联金汇,002537,2019-09-09,2019-09-11,3,0,12.44,39.83,4.396901168480651,3.1245892992774027,1.2723118692032485
368,艾华集团,603989,2019-09-09,2019-09-11,3,0,3.9,26.73,5.376190134214103,3.5038567963335554,1.8723333378805476
1,广聚能源,000096,2019-09-09,2019-09-11,3,0,5.28,72.88,4.351414341848386,2.684407574202276,1.6670067676461096
41,美锦能源,000723,2019-09-09,2019-09-11,3,0,40.91,30.34,4.331202165797781,3.373783703390305,0.9574184624074759
164,众兴菌业,002772,2019-09-09,2019-09-11,3,0,3.68,27.77,5.381223587177961,3.4636211855139982,1.9176024016639626
348,天安新材,603725,2019-09-09,2019-09-11,3,0,2.05,367.6,4.484287940860074,1.9490324105419194,2.535255530318155
309,德新交运,603032,2019-09-09,2019-09-11,3,0,1.6,400.77,4.856755460153681,1.9209378814868387,2.935817578666842
186,上海电力,600021,2019-09-09,2019-09-11,3,0,26.17,16.62,5.15169271641974,4.096241960376156,1.0554507560435833
